Food code,Food description
27315520,"The image shows the food category of beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce."
27317010,"The image shows the food category of pot pie, beef."
27317100,"The image shows the food category of beef, dumplings, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy."
27317110,"The image shows the food category of beef, dumplings, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy."
27319010,"The image shows the food category of stuffed green pepper, Puerto Rican style. Additional details include pimiento relleno."
27320025,"The image shows the food category of ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce."
27320027,"The image shows the food category of ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce."
27320030,"The image shows the food category of ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce."
27320040,"The image shows the food category of pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce."
27320070,"The image shows the food category of ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce."
27320080,"The image shows the food category of sausage, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce."
27320090,"The image shows the food category of sausage, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce."
27320100,"The image shows the food category of pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce."
27320110,"The image shows the food category of pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce."
27320120,"The image shows the food category of sausage, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy."
27320130,"The image shows the food category of sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy."
27320140,"The image shows the food category of pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy."
27320150,"The image shows the food category of pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy."
27320210,"The image shows the food category of pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce."
27320310,The image shows the food category of pork chow mein or chop suey with noodles.
27320320,"The image shows the food category of pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce."
27320330,"The image shows the food category of pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce. Additional details include pork chow mein or chop suey with rice."
27320340,"The image shows the food category of pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce."
27320350,"The image shows the food category of pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce."
27320410,"The image shows the food category of ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce."
27320450,"The image shows the food category of ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce."
27320500,The image shows the food category of sweet and sour pork with rice.
27330050,"The image shows the food category of lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy."
27330060,"The image shows the food category of lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce."
27330080,"The image shows the food category of lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy."
27330170,The image shows the food category of stuffed grape leaves with lamb and rice.
27330210,"The image shows the food category of lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce."
27331150,"The image shows the food category of veal fricassee, Puerto Rican style. Additional details include ternera en fricase."
27335500,"The image shows the food category of stewed rabbit, Puerto Rican style,. Additional details include fricase de conejo."
27336100,"The image shows the food category of venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce. Additional details include venison/deer stew, not further specified subcategory assigned."
27336200,"The image shows the food category of venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy."
27336250,"The image shows the food category of venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy."
27336300,"The image shows the food category of venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce."
27336310,"The image shows the food category of venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce."
27341000,"The image shows the food category of chicken or turkey, potatoes, corn, and cheese, with gravy. Additional details include kFC Mashed Potato Bowl with Gravy."
27341010,"The image shows the food category of chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce."
27341020,"The image shows the food category of chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce."
27341025,"The image shows the food category of chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy."
27341030,"The image shows the food category of chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy."
27341035,"The image shows the food category of chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce."
27341040,"The image shows the food category of chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce."
27341045,"The image shows the food category of chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce."
27341050,"The image shows the food category of chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce."
27341055,"The image shows the food category of chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce."
27341060,"The image shows the food category of chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce."
27341310,"The image shows the food category of chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy. Additional details include chicken or turkey stew, not further specified subcategory assigned."
27341520,"The image shows the food category of chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce."
27343010,"The image shows the food category of chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce."
27343020,"The image shows the food category of chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce."
27343410,"The image shows the food category of chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy."
27343420,"The image shows the food category of chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy."
27343470,"The image shows the food category of chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce."
27343480,"The image shows the food category of chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce."
27343510,"The image shows the food category of chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce."
27343520,"The image shows the food category of chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce."
27343910,The image shows the food category of chicken or turkey chow mein or chop suey with noodles.
27343950,"The image shows the food category of chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce."
27343960,"The image shows the food category of chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce."
27345010,"The image shows the food category of chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce."
27345020,"The image shows the food category of chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce."
27345210,"The image shows the food category of chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy."
27345220,"The image shows the food category of chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy."
27345230,"The image shows the food category of chicken or turkey, rice, corn, and cheese, with gravy. Additional details include kFC Rice Bowl with Gravy."
27345310,"The image shows the food category of chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce. Additional details include jack-in-the-Box Chicken Teriyaki Bowl."
27345320,"The image shows the food category of chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce."
27345410,"The image shows the food category of chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce."
27345420,"The image shows the food category of chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce."
27345440,"The image shows the food category of chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce."
27345450,"The image shows the food category of chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce."
27345510,"The image shows the food category of chicken or turkey, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce."
27345520,"The image shows the food category of chicken or turkey, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce."
27347100,"The image shows the food category of pot pie, chicken. Additional details include turkey; seafood; not specified subcategory as to meat."
27347200,"The image shows the food category of chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce."
27347210,"The image shows the food category of chicken or turkey,stuffing, and vegetables excluding carrots, broccoli, and dark green leafy; no sauce."
27347220,"The image shows the food category of chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy."
27347230,"The image shows the food category of chicken or turkey, stuffing, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy."
27347240,"The image shows the food category of chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy."
27347250,"The image shows the food category of chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy."
27348100,"The image shows the food category of chicken fricassee, Puerto Rican style. Additional details include stewed chicken (Pollo guisado); stewed chicken; Pollo guisado; Fricase de pollo."
27350020,The image shows the food category of paella with seafood.
27350050,The image shows the food category of shrimp chow mein or chop suey with noodles.
27350060,"The image shows the food category of shrimp creole, with rice. Additional details include shrimp jambalaya."
27350080,"The image shows the food category of tuna noodle casserole with vegetables, cream or white sauce."
27350090,"The image shows the food category of fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce."
27350100,"The image shows the food category of fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce."
27350110,"The image shows the food category of bouillabaisse. Additional details include seafood stew made with tomato, fish, or shellfish."
27350310,"The image shows the food category of seafood stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce."
27350410,The image shows the food category of tuna noodle casserole with vegetables and mushroom sauce.
27351010,"The image shows the food category of codfish with starchy vegetables, Puerto Rican style. Additional details include serenata de bacalao."
27351040,"The image shows the food category of biscayne codfish, Puerto Rican style. Additional details include bacalao a la Vizcaina."
27360000,"The image shows the food category of stew, not further specified subcategory assigned."
27360080,"The image shows the food category of chow mein or chop suey, not specified subcategory as to type of meat, with noodles. Additional details include chow mein or chop suey, not further specified subcategory assigned."
27360090,"The image shows the food category of paella, not further specified subcategory assigned."
27360120,"The image shows the food category of chow mein or chop suey, various types of meat, with noodles. Additional details include house Special Chow Mein."
27361010,"The image shows the food category of stewed variety meats, mostly liver, Puerto Rican style. Additional details include gandinga."
27362000,"The image shows the food category of stewed tripe, with potatoes, Puerto Rican style. Additional details include mondongo."
27363000,"The image shows the food category of gumbo with rice. Additional details include shellfish, pork, poultry, tomatoes, and okra."
27363100,The image shows the food category of jambalaya with meat and rice. Additional details include chicken and sausage jambalaya.
27410210,"The image shows the food category of beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce."
27410220,"The image shows the food category of beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce."
27410250,"The image shows the food category of beef shish kabob with vegetables, excluding potatoes."
27411100,"The image shows the food category of beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce. Additional details include beef stew without potatoes."
27411120,The image shows the food category of swiss steak.
27411150,"The image shows the food category of beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce. Additional details include roulades; paupiettes; bracciola."
27411200,"The image shows the food category of beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce."
27414100,"The image shows the food category of beef with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce."
27414200,"The image shows the food category of beef with vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce."
27415100,"The image shows the food category of beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce."
27415110,The image shows the food category of beef and broccoli.
27415120,"The image shows the food category of beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce."
27415130,The image shows the food category of szechuan beef.
27415140,The image shows the food category of hunan beef.
27415150,"The image shows the food category of beef chow mein or chop suey, no noodles."
27415170,The image shows the food category of kung Pao beef.
27415200,"The image shows the food category of beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce."
27415220,"The image shows the food category of beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce."
27416100,"The image shows the food category of beef and vegetables, Hawaiian style."
27416150,The image shows the food category of pepper steak.
27416200,"The image shows the food category of beef, ground, with egg and onion."
27416250,The image shows the food category of beef salad.
27416300,"The image shows the food category of beef taco filling: beef, cheese, tomato, taco sauce."
27416400,The image shows the food category of stir fried beef and vegetables in soy sauce. Additional details include sukiyaki.
27416450,"The image shows the food category of beef and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy."
27416500,"The image shows the food category of beef and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy."
27418110,The image shows the food category of seasoned shredded soup meat. Additional details include ropa vieja; Sopa de carne ripiada.
27418210,"The image shows the food category of beef stew with vegetables excluding potatoes, Puerto Rican style. Additional details include carne a la Judia."
27418310,"The image shows the food category of corned beef with tomato sauce and onion, Puerto Rican style. Additional details include ""Corned beef"" con salsa de tomate y cebolla."
27418410,"The image shows the food category of beef steak with onions, Puerto Rican style. Additional details include puerto Rican style stewed steak; Biftec encebollado."
27420010,The image shows the food category of cabbage with ham hocks.
27420020,The image shows the food category of ham or pork salad.
27420040,The image shows the food category of frankfurters or hot dogs and sauerkraut.
27420060,"The image shows the food category of pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce. Additional details include chow yuk."
27420080,The image shows the food category of greens with ham or pork.
27420100,"The image shows the food category of pork, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-base sauce."
27420110,"The image shows the food category of pork and vegetables, Hawaiian style."
27420120,The image shows the food category of pork and watercress with soy-based sauce.
27420150,The image shows the food category of kung Pao pork.
27420160,"The image shows the food category of moo Shu pork, without Chinese pancake. Additional details include mu Shi pork."
27420170,The image shows the food category of pork and onions with soy-based sauce. Additional details include pork Scallion; Onion Pork.
27420200,"The image shows the food category of pork hash. Additional details include no potatoes, soy-based sauce."
27420250,"The image shows the food category of ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce."
27420270,"The image shows the food category of ham and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce."
27420350,"The image shows the food category of pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce."
27420370,"The image shows the food category of pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce."
27420390,"The image shows the food category of pork chow mein or chop suey, no noodles."
27420400,"The image shows the food category of pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce."
27420410,"The image shows the food category of pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce."
27420450,"The image shows the food category of sausage and vegetables including  carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce."
27420460,"The image shows the food category of sausage and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce."
27420470,"The image shows the food category of sausage and peppers, no sauce."
27420500,"The image shows the food category of pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce. Additional details include szechuan pork; Hunan pork."
27420510,"The image shows the food category of pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce."
27420520,"The image shows the food category of pork shish kabob with vegetables, excluding potatoes."
27421010,"The image shows the food category of stuffed christophine, Puerto Rican style. Additional details include mirliton; Chayote relleno."
27422010,"The image shows the food category of pork chop stewed with vegetables, Puerto Rican style. Additional details include chuletas a la jardinera."
27430400,"The image shows the food category of lamb or mutton stew with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy."
27430580,"The image shows the food category of veal with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream or white sauce."
27430590,"The image shows the food category of veal with vegetables excluding carrots, broccoli, and dark-green leafy; and potatoes, cream or white sauce."
27430610,"The image shows the food category of lamb shish kabob with vegetables, excluding potatoes."
27440110,"The image shows the food category of chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce."
27440120,"The image shows the food category of chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce."
27440130,"The image shows the food category of chicken or turkey shish kabob with vegetables, excluding potatoes."
27441120,"The image shows the food category of chicken or turkey creole, without rice."
27442110,"The image shows the food category of chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy."
27442120,"The image shows the food category of chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy."
27443110,"The image shows the food category of chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream, white, or soup-based sauce. Additional details include banquet's Cookin' Bag White Sauce with Vegetables and Chicken."
27443120,"The image shows the food category of chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce."
27443150,The image shows the food category of chicken or turkey divan. Additional details include breaded chicken or turkey and broccoli in cheese sauce.
27445110,"The image shows the food category of chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce. Additional details include szechuan chicken; Hunan chicken."
27445120,"The image shows the food category of chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce. Additional details include chinese garlic chicken."
27445125,"The image shows the food category of chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce."
27445130,"The image shows the food category of chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce."
27445150,The image shows the food category of general Tso chicken. Additional details include fried chicken with vegetables in spicy soy sauce.
27445180,The image shows the food category of moo Goo Gai Pan. Additional details include chicken with Asian vegetables in sauce.
27445220,The image shows the food category of kung pao chicken. Additional details include cashew chicken.
27445250,The image shows the food category of almond chicken.
27446100,"The image shows the food category of chicken or turkey chow mein or chop suey, no noodles."
27446200,"The image shows the food category of chicken or turkey salad, made with mayonnaise. Additional details include not specified subcategory as to type of dressing."
27446205,The image shows the food category of chicken or turkey salad with nuts and/or fruits. Additional details include made with any dressing.
27446220,The image shows the food category of chicken or turkey salad with egg. Additional details include made with any dressing.
27446225,"The image shows the food category of chicken or turkey salad, made with light mayonnaise. Additional details include diet, low calorie, low fat, reduced calorie, or reduced fat dressing."
27446230,"The image shows the food category of chicken or turkey salad, made with mayonnaise-type salad dressing. Additional details include miracle Whip; imitation mayonnaise; coleslaw dressing; ""slaw"" dressing."
27446235,"The image shows the food category of chicken or turkey salad, made with light mayonnaise-type salad dressing. Additional details include diet, low calorie, low fat, reduced calorie, or reduced fat dressing; Miracle Whip Light; light imitation mayonnaise; Hellmann's Dijonnaise; light coleslaw dressing; ""slaw"" dressing."
27446240,"The image shows the food category of chicken or turkey salad, made with creamy dressing. Additional details include ranch dressing; ranch dip; peppercorn dressing; creamy Italian; French made with sour cream; creamy bacon dressing; creamy parmesan; cream cheese dressing; sour cream; blue cheese or roquefort cheese dressing; caesar dressing."
27446245,"The image shows the food category of chicken or turkey salad, made with light creamy dressing. Additional details include diet, low calorie, low fat, reduced calorie, or reduced fat dressing; light ranch dressing; light ranch dip; light caesar dressing; light peppercorn dressing; light creamy Italian; light French made with sour cream; light creamy bacon dressing; light creamy parmesan; light cream cheese dressing; light blue or roquefort cheese dressing; light sour cream."
27446250,"The image shows the food category of chicken or turkey salad, made with Italian dressing. Additional details include vinegar and oil; vinaigrette; Greek dressing; onion or Vidalia onion dressing; Champagne dressing; celery seed dressing; red wine, balsamic, or raspberry vinegar dressing."
27446255,"The image shows the food category of chicken or turkey salad, made with light Italian dressing. Additional details include diet, low calorie, low fat, reduced calorie, or reduced fat dressing; Newman's Own Light; light vinaigrette; light Greek dressing; light onion or Vidalia onion dressing; light Champagne dressing; light celery seed dressing."
27446260,"The image shows the food category of chicken or turkey salad, made with any type of fat free dressing. Additional details include fat free mayonnaise; fat free mayonnaise-type salad dressing; fat free Italian dressing; any fat free creamy dressing; vinegar, sugar, and water dressing; fat free vinaigrette; with no dressing."
27446300,"The image shows the food category of chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing."
27446310,"The image shows the food category of chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing."
27446315,"The image shows the food category of chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing. Additional details include mcDonald's Bacon Ranch Salad with Grilled Chicken; Wendy's Chicken BLT Salad with Grilled Chicken; Wendy's Chicken BLT Salad."
27446320,"The image shows the food category of chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing. Additional details include mcDonald's Bacon Ranch Salad with Crispy Chicken; Wendy's Chicken BLT Salad with Crispy Chicken; Wendy's Chicken BLT Salad."
27446330,"The image shows the food category of chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing. Additional details include burger King Garden Salad with Grilled Chicken."
27446332,"The image shows the food category of chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing. Additional details include burger King Garden Salad with Crispy Chicken."
27446350,"The image shows the food category of asian chicken or turkey garden salad, chicken and/or turkey, lettuce, fruit, nuts, no dressing."
27446355,"The image shows the food category of asian chicken or turkey garden salad with crispy noodles, chicken and/or turkey, lettuce, fruit, nuts, crispy noodles, no dressing. Additional details include wendy's Mandarin Chicken Salad."
27446360,"The image shows the food category of chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing. Additional details include wendy's Chicken Caesar Salad with Grilled Chicken; McDonald's Caesar Salad with Grilled Chicken."
27446362,"The image shows the food category of chicken or turkey, breaded, fried, caesar garden salad, chicken and/or turkey, lettuce, tomatoes, cheese, no dressing. Additional details include mcDonald's Caesar Salad with Crispy Chicken; Wendy's Chicken Caesar Salad with Crispy Chicken."
27446400,"The image shows the food category of chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce."
27446410,"The image shows the food category of chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce."
27448020,"The image shows the food category of chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style. Additional details include pollo en salsa; Puerto Rican style chicken or turkey in sauce; Fricase de pollo o pavo en salsa sin papas; Chicken or turkey fricasse, Puerto Rican style, not further specified subcategory assigned; Chicken or turkey fricasse, Puerto."
27448030,"The image shows the food category of chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style. Additional details include fricase de pollo o pavo sin salsa y papas; sauce and potatoes reported separately."
27450010,The image shows the food category of crab salad. Additional details include made with any dressing.
27450020,The image shows the food category of lobster salad. Additional details include made with any dressing.
27450030,The image shows the food category of salmon salad. Additional details include made with any dressing.
27450040,"The image shows the food category of shrimp chow mein or chop suey, no noodles."
27450060,"The image shows the food category of tuna salad, made with mayonnaise. Additional details include sandwich spread; not specified subcategory as to type of dressing."
27450061,"The image shows the food category of tuna salad, made with light mayonnaise. Additional details include diet, low calorie, low fat, reduced calorie, or reduced fat dressing."
27450062,"The image shows the food category of tuna salad, made with mayonnaise-type salad dressing. Additional details include miracle Whip; imitation mayonnaise; coleslaw dressing; ""slaw"" dressing."
27450063,"The image shows the food category of tuna salad, made with light mayonnaise-type salad dressing. Additional details include diet, low calorie, low fat, reduced calorie, or reduced fat dressing; Miracle Whip Light; light imitation mayonnaise; light coleslaw dressing; light ""slaw"" dressing; Hellmann's Dijonnaise."
27450064,"The image shows the food category of tuna salad, made with creamy dressing. Additional details include ranch dressing; ranch dip; peppercorn dressing; creamy Italian; French made with sour cream; creamy bacon dressing; creamy parmesan; cream cheese dressing; sour cream; blue cheese or roquefort cheese dressing; caesar dressing."
27450065,"The image shows the food category of tuna salad, made with light creamy dressing. Additional details include diet, low calorie, low fat, reduced calorie, or reduced fat dressing; light ranch dressing; light ranch dip; light blue or roquefort cheese dressing; light creamy Italian; light French made with sour cream; light creamy bacon dressing; light creamy parmesan; light caesar dressing; light peppercorn dressing; light cream cheese dressing; light sour cream."
27450066,"The image shows the food category of tuna salad, made with Italian dressing. Additional details include vinegar and oil; vinaigrette; Greek dressing; onion or Vidalia onion dressing; Champagne dressing; celery seed dressing; red wine, balsamic, or raspberry vinegar dressing."
27450067,"The image shows the food category of tuna salad, made with light Italian dressing. Additional details include diet, low calorie, low fat, reduced calorie, or reduced fat dressing; Newman's Own Light; light vinaigrette; light Greek dressing; light onion or Vidalia onion dressing; light Champagne dressing; light celery seed dressing."
27450068,"The image shows the food category of tuna salad, made with any type of fat free dressing. Additional details include fat free mayonnaise; fat free mayonnaise-type salad dressing; fat free Italian dressing; any fat free creamy dressing; fat free vinaigrette; with no dressing."
27450070,The image shows the food category of shrimp salad. Additional details include made with any dressing.
27450080,The image shows the food category of seafood salad. Additional details include made with any dressing.
27450090,The image shows the food category of tuna salad with cheese. Additional details include made with any dressing.
27450100,The image shows the food category of tuna salad with egg. Additional details include made with any dressing.
27450110,"The image shows the food category of shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing."
27450120,"The image shows the food category of shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing."
27450130,The image shows the food category of crab salad made with imitation crab. Additional details include made with any dressing.
27450150,"The image shows the food category of fish, tofu, and vegetables, tempura."
27450180,"The image shows the food category of seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing."
27450190,"The image shows the food category of seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing."
27450200,"The image shows the food category of seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing."
27450210,"The image shows the food category of seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing."
27450250,The image shows the food category of oysters Rockefeller.
27450310,The image shows the food category of lomi salmon.
27450400,"The image shows the food category of shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce."
27450405,"The image shows the food category of shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce."
27450410,"The image shows the food category of shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce. Additional details include szechuan shrimp; Hunan shrimp."
27450420,"The image shows the food category of shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce."
27450430,"The image shows the food category of shrimp shish kabob with vegetables, excluding potatoes."
27450450,"The image shows the food category of shrimp creole, no rice."
27450470,The image shows the food category of kung Pao shrimp.
27450510,"The image shows the food category of tuna casserole with vegetables and mushroom sauce, no noodles."
27450600,"The image shows the food category of shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce."
27450610,"The image shows the food category of shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce."
