Food code,Main Food description,Rank,Rank 2011-2012,Rank 2013-2014,Rank 2015-2016,Rank 2017 Pre-pandemic
75109000,"The image shows the food category of celery, raw. Additional details include celery, not further specified subcategory assigned.",195,235.0,191.0,207.0,202.0
51601020,"The image shows the food category of bread, multigrain. Additional details include pre-sliced or not; Sandwich Thins.",196,122.0,213.0,241.0,380.0
25220410,"The image shows the food category of bologna. Additional details include bologna, not further specified subcategory assigned.",197,214.0,206.0,161.0,264.0
57804000,"The image shows the food category of baby Toddler cereal, oatmeal, dry.",198,211.0,222.0,232.0,189.0
92114000,"The image shows the food category of coffee, instant, decaffeinated, reconstituted. Additional details include powdered mix.",199,218.0,200.0,151.0,289.0
91301250,,200,113.0,180.0,148.0,
71201020,,201,98.0,98.0,,
57125000,"The image shows the food category of cereal, cinnamon toast. Additional details include cinnamon Toast Crunch.",202,181.0,267.0,235.0,201.0
51300175,"The image shows the food category of bread, chappatti or roti. Additional details include indian bread, not further specified subcategory assigned.",203,262.0,315.0,288.0,135.0
81100500,"The image shows the food category of butter, not further specified subcategory assigned.",204,198.0,178.0,395.0,216.0
71401020,"The image shows the food category of potato, french fries, from frozen, baked. Additional details include home or store.",205,171.0,203.0,371.0,223.0
11350020,"The image shows the food category of almond milk, unsweetened. Additional details include unsweetened vanilla; flavors other than chocolate; cashew.",206,,235.0,212.0,112.0
57100100,"The image shows the food category of cereal, ready-to-eat, not further specified subcategory assigned. Additional details include not specified subcategory as to cooked or ready-to-eat.",207,246.0,175.0,150.0,374.0
91402000,The image shows the food category of jam. Additional details include preserve.,208,146.0,147.0,373.0,445.0
75122000,"The image shows the food category of pepper, raw, not further specified subcategory assigned. Additional details include sweet pepper, raw, not specified subcategory as to color.",209,286.0,186.0,218.0,214.0
11511000,"The image shows the food category of chocolate milk, not further specified subcategory assigned. Additional details include not specified subcategory as to milk or drink.",210,203.0,244.0,247.0,224.0
72201211,"The image shows the food category of broccoli, fresh, cooked, no added fat. Additional details include cooking spray.",211,221.0,154.0,172.0,502.0
54408016,"The image shows the food category of pretzels, hard, plain, salted. Additional details include original.",212,,,122.0,102.0
27564060,"The image shows the food category of hot dog sandwich, beef, on white bun.",213,208.0,249.0,238.0,228.0
52302010,"The image shows the food category of muffin, fruit. Additional details include blueberry; cranberry nut; Hostess Banana Walnut Mini Muffins; Little Debbie Banana Nut Muffins; with or without nuts.",214,242.0,232.0,266.0,193.0
58132310,,215,95.0,122.0,,
11710639,"The image shows the food category of infant formula, Enfamil Infant, powder, made with baby water. Additional details include enfamil varieties NeuroPro Infant, Premium Infant, Enspire, Reguline; other water.",216,1878.0,248.0,118.0,186.0
95320500,The image shows the food category of sports drink (Powerade). Additional details include all flavors.,217,219.0,241.0,216.0,249.0
54328100,"The image shows the food category of crackers, sandwich, peanut butter filled. Additional details include butter crackers; wheat crackers; Nabs Peanut Butter Sandwiches; peanut butter and jelly filled; Austin; Keebler; Lance; Munchies Peanut Butter on Toast; peanut butter sandwich crackers, not further specified subcategory assigned; Combos; Lance Toast Chee; Munchies Peanut Butter on Cheese.",218,229.0,296.0,240.0,198.0
58150110,"The image shows the food category of rice, fried, meatless. Additional details include vegetable fried rice.",219,255.0,284.0,250.0,188.0
54401020,,220,120.0,99.0,,
53206020,"The image shows the food category of cookie, chocolate chip, made from home recipe or purchased at a bakery. Additional details include toll House; made with M&M's; with nuts; all chip/chunk flavors.",221,298.0,253.0,297.0,170.0
14133000,"The image shows the food category of queso Fresco. Additional details include queso Ranchero; Mexican cheese, not further specified subcategory assigned.",222,260.0,299.0,227.0,206.0
54301030,"The image shows the food category of crackers, butter (Ritz). Additional details include ritz, all flavors; Ritz Minis; Ritz, not further specified subcategory assigned; Handi Snack Ritz crackers.",223,,,110.0,128.0
92410520,"The image shows the food category of soft drink, fruit flavored, diet, caffeine free. Additional details include diet Slice; Diet Sprite; Diet 7-Up; Fresca; Diet 7-Up, not specified subcategory as to caffeine; Diet Cherry 7-UP; Sierra Mist Free; Sprite Zero; diet fruit flavored soda, all flavors; Fanta Zero; Diet Tropicana Twister soda; sugar free.",224,201.0,185.0,293.0,364.0
25221500,"The image shows the food category of salami, not further specified subcategory assigned. Additional details include any kind or variety; made from any type of meat.",225,194.0,264.0,236.0,293.0
92513000,"The image shows the food category of slush frozen drink. Additional details include slurpee; Icee; no dairy; slushee or slush; Slush Puppy, Dunkin Donuts Fruit Coolatta's.",226,328.0,225.0,239.0,210.0
63101120,"The image shows the food category of applesauce, unsweetened.",227,232.0,223.0,203.0,345.0
51166000,The image shows the food category of croissant. Additional details include sara Lee Wheat 'n' Honey; crescent roll.,228,251.0,266.0,220.0,248.0
91108000,"The image shows the food category of sugar substitute, stevia, powder. Additional details include stevia; Truvia; Stevia In The Raw; Pure Via; green packet or package.",229,379.0,288.0,252.0,178.0
74402350,"The image shows the food category of salsa verde or salsa, green. Additional details include tomatillo sauce; green tomato-chile sauce.",230,381.0,230.0,176.0,258.0
91801000,The image shows the food category of chewing gum. Additional details include not further specified subcategory assigned.,231,1469.0,208.0,223.0,164.0
91201010,"The image shows the food category of sugar substitute, aspartame, powder. Additional details include equal; Nutrasweet; Sweet One; Natrataste; blue packet or package.",232,193.0,193.0,328.0,384.0
81104010,"The image shows the food category of margarine-oil blend, tub, light. Additional details include light margarine.",233,148.0,210.0,308.0,561.0
41104020,"The image shows the food category of pinto beans, from dried, no added fat. Additional details include calico; frozen.",234,240.0,199.0,194.0,439.0
32130070,"The image shows the food category of egg omelet or scrambled egg, no added fat.",235,338.0,207.0,211.0,275.0
71200110,"The image shows the food category of potato chips, barbecue flavored. Additional details include regular or kettle cut; barbecue flavor.",236,,,124.0,124.0
75511100,"The image shows the food category of pickles, not further specified subcategory assigned. Additional details include mixed pickles.",237,2377.0,,2602.0,73.0
92309500,"The image shows the food category of tea, iced, bottled, green. Additional details include can, carton, or fountain; white tea; herbal tea; green and fruit, herbal, or white tea blends; decaffeinated; Snapple.",238,,212.0,209.0,167.0
75140990,"The image shows the food category of coleslaw, fast food / restaurant.",239,346.0,233.0,214.0,255.0
11511100,"The image shows the food category of chocolate milk, ready to drink, whole.",240,207.0,339.0,278.0,245.0
63409010,"The image shows the food category of guacamole, not further specified subcategory assigned. Additional details include avocado dip, not further specified subcategory assigned; guacamole without tomatoes.",241,243.0,257.0,300.0,240.0
91102010,"The image shows the food category of sugar, brown.",242,268.0,294.0,259.0,227.0
92531030,"The image shows the food category of fruit juice drink (Sunny D). Additional details include sunny Delight fruit juice drink, all flavors.",243,139.0,295.0,362.0,418.0
32130020,"The image shows the food category of egg omelet or scrambled egg, made with butter.",244,280.0,287.0,245.0,229.0
11350000,"The image shows the food category of almond milk, sweetened. Additional details include vanilla flavored; not specified subcategory as to sweetened; cashew.",245,315.0,276.0,217.0,237.0
56203056,"The image shows the food category of oatmeal, regular or quick, made with water, no added fat. Additional details include not specified subcategory as to liquid.",246,,,126.0,133.0
14106200,"The image shows the food category of cheese, Monterey. Additional details include monterey Jack cheese; Pepper Jack cheese.",247,210.0,202.0,386.0,327.0
58163410,"The image shows the food category of spanish rice, fat added. Additional details include mexican rice; red rice; white rice with tomatoes and/or tomato-based sauce, green peppers and onions; Spanish rice, not further specified subcategory assigned; homemade.",248,238.0,204.0,205.0,484.0
12140000,"The image shows the food category of cream, whipped. Additional details include heavy; light; Reddiwip; real whipped cream; plain or flavored.",249,363.0,304.0,228.0,211.0
51109010,"The image shows the food category of bread, Italian, Grecian, Armenian. Additional details include sesame bread; pre-sliced or not; ciabatta bread.",250,366.0,229.0,270.0,230.0
11511400,"The image shows the food category of chocolate milk, ready to drink, low fat. Additional details include hershey's Chocolate milk; 1% fat.",251,212.0,298.0,303.0,278.0
92305040,"The image shows the food category of tea, iced, instant, black, pre-sweetened with sugar. Additional details include powdered mix; liquid concentrate; not specified subcategory as to sweetener; sweet tea; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea.",252,264.0,243.0,175.0,443.0
54304020,"The image shows the food category of crackers, cheese (Goldfish). Additional details include all flavors; Flavor Blasted; Goldfish Cracker Puffs.",253,,,141.0,125.0
94300100,"The image shows the food category of water, baby.",254,274.0,247.0,197.0,376.0
92301060,,255,61.0,,,
53520110,,256,195.0,184.0,162.0,
54403056,"The image shows the food category of popcorn, microwave, butter flavored. Additional details include microwave movie theater style.",257,,,130.0,138.0
52102040,"The image shows the food category of biscuit, from refrigerated dough. Additional details include regular; plain; buttermilk; frozen.",258,206.0,292.0,200.0,470.0
72201100,"The image shows the food category of broccoli, raw.",259,282.0,220.0,219.0,359.0
63101110,"The image shows the food category of applesauce, regular. Additional details include applesauce, not further specified subcategory assigned.",260,302.0,227.0,334.0,251.0
57135000,,261,237.0,265.0,171.0,533.0
54304000,"The image shows the food category of crackers, cheese. Additional details include cheese sticks; Better Cheddar; Cheese Nips; cheese crackers, not further specified subcategory assigned; Annie's Cheddar Bunnies.",262,161.0,149.0,746.0,805.0
92302200,,263,63.0,,,
27560300,The image shows the food category of corn dog.,264,252.0,329.0,267.0,270.0
58146322,"The image shows the food category of pasta with tomato-based sauce and meat, home recipe. Additional details include spaghetti, any shape pasta; marinara, red sauce; not specified subcategory sauce kind; not specified subcategory source.",265,,,155.0,127.0
91734100,,266,275.0,226.0,282.0,326.0
91301080,The image shows the food category of chocolate syrup. Additional details include nestle Quik; Hershey's; chocolate sauce.,267,263.0,238.0,275.0,349.0
14108400,"The image shows the food category of cheese, Provolone.",268,272.0,197.0,277.0,435.0
75205023,"The image shows the food category of green beans, canned, cooked, no added fat. Additional details include italian beans; string; pole; snap; french cut; cooking spray.",269,273.0,240.0,276.0,353.0
55201000,"The image shows the food category of waffle, plain. Additional details include belgian; buttermilk; homestyle.",270,166.0,139.0,1069.0,1166.0
24198740,,271,102.0,189.0,,
54338000,"The image shows the food category of crackers, wheat. Additional details include wheatsworth; Wheatables, all flavors; toasted wheat; cracked wheat; stoned wheat; Harvest Wheats; Ritz Crackers with Whole Wheat; Toasteds Wheat; Ritz Honey Wheat; Keebler Town House Wheat.",272,189.0,269.0,419.0,407.0
92530410,"The image shows the food category of fruit flavored drink, with high vitamin C. Additional details include tampico Punch, all flavors; Minute Maid Bright & Early Orange Drink; Tropicana Twister lemonade.",273,227.0,278.0,244.0,491.0
58106550,"The image shows the food category of pizza with pepperoni, from restaurant or fast food, thin crust. Additional details include flatbread crust; from street vendor.",274,253.0,198.0,370.0,428.0
13120500,"The image shows the food category of ice cream sandwich, vanilla. Additional details include other flavors; not specified subcategory as to flavor.",275,341.0,289.0,302.0,254.0
13110102,"The image shows the food category of ice cream, vanilla, with additional ingredients. Additional details include nuts, candy, cookies, chocolate or other ingredients within the ice cream; other flavors; swirl; in a cup; scoop.",276,,,,80.0
51101050,"The image shows the food category of bread, white, made from home recipe or purchased at a bakery. Additional details include not pre-sliced.",277,284.0,357.0,272.0,266.0
58145111,"The image shows the food category of macaroni or noodles with cheese, from restaurant. Additional details include fast food; other place.",278,,343.0,225.0,166.0
71200200,"The image shows the food category of potato chips, ruffled, plain. Additional details include salted; original; wavy chips; not specified subcategory as to flavor.",279,,,140.0,152.0
56205000,"The image shows the food category of rice, cooked, not further specified subcategory assigned.",280,217.0,387.0,263.0,375.0
54304005,"The image shows the food category of crackers, cheese (Cheez-It). Additional details include all flavors; 100 Calorie Cheez-It; Cheez-It Zingz; Cheez-It, not further specified subcategory assigned.",281,,,199.0,126.0
24198700,,282,114.0,170.0,,
92102400,"The image shows the food category of iced Coffee, brewed. Additional details include unsweetened; coffee singles, bags, pods, or K-cups; not specified subcategory as to regular or decaffeinated.",283,,313.0,249.0,172.0
51161270,"The image shows the food category of pan Dulce, with sugar topping. Additional details include pan de Huevo, sugar topping; Pan de Huevo, crumb topping; Pan de Huevo, not further specified subcategory assigned; Pan Dulce, not further specified subcategory assigned; Mexican sweet bread, not further specified subcategory assigned; pan dulce with icing, all flavors; sweet roll.",284,306.0,342.0,187.0,390.0
64401000,The image shows the food category of vinegar.,285,394.0,384.0,377.0,199.0
11430000,"The image shows the food category of yogurt, not specified subcategory as to type of milk, fruit.",286,230.0,389.0,262.0,386.0
82104000,The image shows the food category of olive oil.,287,321.0,352.0,237.0,308.0
75121000,"The image shows the food category of pepper, hot chili, raw. Additional details include jalapeno.",288,384.0,217.0,242.0,442.0
81102000,"The image shows the food category of margarine, not further specified subcategory assigned.",289,250.0,302.0,624.0,262.0
75510000,"The image shows the food category of olives, not further specified subcategory assigned.",290,416.0,317.0,401.0,215.0
91746100,"The image shows the food category of chocolate candy, candy shell. Additional details include m&Ms.",291,290.0,270.0,374.0,302.0
11710358,"The image shows the food category of infant formula, Similac Advance, powder, made with bottled water. Additional details include similac varieties Pro-Advance, Neuro Support, Supplementation, Lamehadrin.",292,271.0,783.0,326.0,220.0
11710679,"The image shows the food category of infant formula, Enfamil Gentlease, powder, made with baby water. Additional details include enfamil varieties NeuroPro Gentlease, Premium Gentlease; other water.",293,333.0,268.0,233.0,420.0
93505000,The image shows the food category of vodka. Additional details include straight up or on the rocks.,294,176.0,382.0,550.0,371.0
71501010,"The image shows the food category of potato, mashed, from fresh, made with milk. Additional details include with water; sour cream; cream.",295,432.0,392.0,179.0,329.0
53712100,"The image shows the food category of cereal or Granola bar, not further specified subcategory assigned. Additional details include with chocolate chips; New Trail Granola Bars; with oats, sugar, raisins, coconut; Sunbelt Granola Bar, all flavors.",296,404.0,309.0,254.0,297.0
57305100,,297,313.0,255.0,210.0,555.0
51160000,"The image shows the food category of roll, sweet, no frosting. Additional details include butterhorn; Portuguese sweet bread; sweet roll, not further specified subcategory assigned; Hawaiian bread; with or without nuts.",298,759.0,300.0,268.0,235.0
94100200,"The image shows the food category of water, non-carbonated, flavored. Additional details include sweetened or unsweetened; diet; zero calorie.",299,730.0,332.0,305.0,212.0
57227000,"The image shows the food category of cereal, granola. Additional details include mueslix.",300,343.0,311.0,337.0,283.0
92530510,"The image shows the food category of cranberry juice drink, with high vitamin C. Additional details include cranberry juice, not further specified subcategory assigned; Ocean Spray cranberry cocktail; blends with cranberry and other fruits; cranberry juice cocktail.",301,233.0,440.0,385.0,306.0
92101500,"The image shows the food category of coffee, brewed, blend of regular and decaffeinated. Additional details include half-caf; reduced caffeine; coffee singles, bags, pods or K-cups.",302,437.0,219.0,341.0,382.0
51320010,"The image shows the food category of roll, wheat or cracked wheat. Additional details include dinner roll; submarine roll.",303,247.0,273.0,322.0,562.0
58106625,"The image shows the food category of pizza with meat other than pepperoni, from restaurant or fast food, medium crust. Additional details include with one or two meat toppings; all meat, poultry, and seafood toppings excluding pepperoni; original or hand-tossed crust; from street vendor.",304,500.0,379.0,316.0,239.0
24198741,"The image shows the food category of chicken tenders or strips, breaded, from fast food. Additional details include chicken fingers; Burger King; KFC; Carl's Jr.; McDonald's McBites; chicken fries; popcorn chicken.",305,,,198.0,151.0
11710357,"The image shows the food category of infant formula, Similac Advance, powder, made with tap water. Additional details include similac varieties Pro-Advance, Neuro Support, Supplementation, Lamehadrin.",306,261.0,314.0,398.0,385.0
52202060,"The image shows the food category of cornbread, made from home recipe. Additional details include jalapeno cornbread.",307,318.0,462.0,317.0,272.0
75109550,"The image shows the food category of cilantro, raw. Additional details include coriander leaves; Chinese parsley.",308,547.0,346.0,345.0,238.0
91361010,The image shows the food category of sweet and sour sauce.,309,294.0,497.0,279.0,312.0
53710906,"The image shows the food category of cereal or granola bar (General Mills Nature Valley Crunchy Granola Bar). Additional details include all flavors; Nature Valley Granola Bar, not further specified subcategory assigned.",310,300.0,368.0,306.0,337.0
53233010,"The image shows the food category of cookie, oatmeal, with raisins. Additional details include with dates; with nuts; Tastykake Oatmeal Raisin Bars; with fruit filling; with or without icing.",311,305.0,277.0,324.0,434.0
91707000,,312,390.0,301.0,307.0,340.0
56203030,,313,155.0,146.0,,
24208500,"The image shows the food category of turkey bacon, cooked.",314,256.0,355.0,331.0,400.0
62109100,"The image shows the food category of cranberries, dried. Additional details include craisins; cranberries, not further specified subcategory assigned; all flavors.",315,399.0,306.0,366.0,294.0
11553110,"The image shows the food category of fruit smoothie, with whole fruit and dairy. Additional details include with milk, yogurt, ice cream, or sherbet; home recipe; restaurant; smoothie shop; juice bar; Jamba Juice; Smoothie King.",316,,216.0,213.0,330.0
51109100,"The image shows the food category of bread, pita. Additional details include greek; Sahara; Arab; pocket; flatbread.",317,285.0,341.0,351.0,350.0
32130080,"The image shows the food category of egg omelet or scrambled egg, from fast food / restaurant. Additional details include other place.",318,674.0,391.0,299.0,231.0
53121270,"The image shows the food category of cake or cupcake, white with chocolate icing, bakery. Additional details include yellow or vanilla cake; commercially packaged; other place.",319,326.0,242.0,290.0,582.0
14104250,"The image shows the food category of cheese, Colby Jack.",320,488.0,454.0,292.0,260.0
71202500,"The image shows the food category of potato chips, lightly salted. Additional details include reduced sodium; any cut.",321,1523.0,1414.0,188.0,185.0
63115010,"The image shows the food category of cherries, raw. Additional details include cherries, not further specified subcategory assigned.",322,259.0,349.0,376.0,419.0
71401000,"The image shows the food category of potato, french fries, not specified subcategory as to fresh or frozen. Additional details include other place; home or store; not specified subcategory as to fried or baked.",323,504.0,353.0,315.0,280.0
75103000,"The image shows the food category of cabbage, green, raw. Additional details include cabbage, not specified subcategory as to color.",324,749.0,271.0,291.0,307.0
13110110,"The image shows the food category of ice cream, chocolate. Additional details include in a cup; scoop.",325,361.0,274.0,332.0,433.0
91301060,,326,215.0,236.0,246.0,
57237100,"The image shows the food category of cereal, oat bunches. Additional details include honey Bunches of Oats, all types; Oat Blenders.",327,357.0,310.0,426.0,322.0
57214000,"The image shows the food category of cereal, shredded wheat, flavored. Additional details include frosted mini wheats; spoon size.",328,356.0,323.0,286.0,399.0
42111200,"The image shows the food category of peanuts, dry roasted, salted. Additional details include not specified subcategory as to salt; plain; not coated; sea salt.",329,374.0,246.0,461.0,391.0
92302500,"The image shows the food category of tea, hot, leaf, black, decaffeinated. Additional details include spiced, lemon- or other fruit-flavored tea; unsweetened; tea bags; brewed; chai tea; black tea blends.",330,178.0,407.0,573.0,563.0
11710919,"The image shows the food category of infant formula, Gerber Good Start Gentle, Stage 1, powder, made with baby water. Additional details include gerber varieties Soothe Stage 1, Supplementing; other water.",331,406.0,251.0,561.0,332.0
51601010,"The image shows the food category of bread, multigrain, toasted. Additional details include pre-sliced or not.",332,297.0,405.0,361.0,334.0
31105040,"The image shows the food category of egg, whole, fried with butter. Additional details include over easy, medium, or hard; sunny side up.",333,407.0,414.0,253.0,363.0
58106560,"The image shows the food category of pizza with pepperoni, from restaurant or fast food, thick crust. Additional details include pan pizza; from street vendor; pizza on a bagel, English muffin, or French bread.",334,311.0,234.0,479.0,541.0
83102000,"The image shows the food category of caesar dressing. Additional details include caesar dressing, not further specified subcategory assigned.",335,387.0,280.0,380.0,401.0
25210210,"The image shows the food category of hot dog, beef.",336,296.0,484.0,367.0,333.0
71200140,"The image shows the food category of potato chips, other flavored. Additional details include regular or kettle cut; all flavors other than barbecue, sour cream and onion, or cheese; flavored, not further specified subcategory assigned.",337,,,182.0,179.0
24198690,,338,196.0,143.0,,
27214100,"The image shows the food category of meat loaf made with beef. Additional details include beef meat loaf or meatball, with breading or not specified subcategory as to breading, no sauce; meat patty.",339,323.0,272.0,438.0,466.0
21101120,,340,331.0,365.0,257.0,513.0
21102130,,341,359.0,337.0,248.0,550.0
92511010,,342,76.0,,,
75216113,"The image shows the food category of corn, canned, cooked, no added fat. Additional details include cooking spray.",343,316.0,333.0,281.0,546.0
71501000,"The image shows the food category of potato, mashed, not further specified subcategory assigned.",344,121.0,338.0,1613.0,2013.0
42116000,"The image shows the food category of walnuts, excluding honey roasted. Additional details include not further specified subcategory assigned.",345,281.0,890.0,898.0,208.0
53108200,"The image shows the food category of snack cake, chocolate. Additional details include ding Dongs; Little Debbie Swiss roll; Little Debbie snack cake; Tastykake.",346,360.0,334.0,556.0,319.0
58101320,,347,375.0,285.0,327.0,535.0
92410370,"The image shows the food category of soft drink, pepper type, diet. Additional details include diet Dr. Pepper; Dr. Pepper Ten; Pibb Zero; sugar free.",348,339.0,362.0,354.0,409.0
42302015,"The image shows the food category of peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on white bread. Additional details include not specified subcategory as to type of peanut butter or jelly; jam or honey.",349,,,206.0,177.0
83113500,The image shows the food category of ranch dressing. Additional details include not further specified subcategory assigned.,350,,,,105.0
58160110,"The image shows the food category of beans and white rice. Additional details include lentils; peas; all other beans except red, black, or pinto; all types of rice except brown.",351,266.0,335.0,285.0,798.0
41205070,"The image shows the food category of hummus, plain. Additional details include chickpea or garbanzo bean dip.",352,267.0,279.0,694.0,497.0
61210000,"The image shows the food category of orange juice, 100%, not further specified subcategory assigned.",353,277.0,571.0,321.0,430.0
75506100,The image shows the food category of honey mustard dip. Additional details include honey mustard dipping sauce; hot mustard dipping sauce.,354,499.0,383.0,417.0,290.0
22701020,,355,370.0,326.0,311.0,522.0
71403000,,356,151.0,196.0,,
58403010,"The image shows the food category of chicken or turkey noodle soup, canned or ready-to-serve. Additional details include chicken and stars soup; chicken or turkey soup, not further specified subcategory assigned.",357,295.0,328.0,413.0,500.0
13120730,"The image shows the food category of ice cream cone, scooped, vanilla. Additional details include other flavors; swirl.",358,344.0,250.0,330.0,776.0
11511550,"The image shows the food category of chocolate milk, ready to drink, reduced sugar, not specified subcategory as to milk. Additional details include truMoo; less sugar.",359,,245.0,208.0,453.0
91802000,"The image shows the food category of chewing gum, sugar free.",360,,291.0,309.0,277.0
58106220,"The image shows the food category of pizza, cheese, from restaurant or fast food, thin crust. Additional details include not specified subcategory as to toppings; flatbread pizza; from street vendor.",361,288.0,231.0,641.0,632.0
93502000,The image shows the food category of whiskey. Additional details include bourbon; rye; Southern Comfort; straight up or on the rocks.,362,419.0,680.0,405.0,265.0
31102000,"The image shows the food category of egg, whole, cooked, not specified subcategory as to cooking method.",363,482.0,370.0,421.0,315.0
27214110,"The image shows the food category of meat loaf made with beef, with tomato-based sauce. Additional details include meatball; meat patty, with beef, breading, tomato-based sauce.",364,492.0,377.0,414.0,311.0
52201000,"The image shows the food category of cornbread, prepared from mix. Additional details include cornbread, not specified subcategory as to from mix or home recipe.",365,355.0,458.0,363.0,367.0
14410120,"The image shows the food category of cheese, American, reduced fat. Additional details include lowfat; part skim; made from 2% milk.",366,236.0,308.0,397.0,914.0
22000100,"The image shows the food category of pork, not further specified subcategory assigned.",367,349.0,403.0,265.0,539.0
54403000,,368,200.0,153.0,,
31105090,"The image shows the food category of egg, whole, fried, from fast food / restaurant. Additional details include over easy, medium, or hard; sunny side up; other place.",369,684.0,455.0,375.0,268.0
83204000,"The image shows the food category of mayonnaise, light. Additional details include diet, low calorie, low fat, reduced calorie, or reduced fat.",370,254.0,256.0,318.0,1885.0
22311020,,371,448.0,321.0,274.0,569.0
57223000,"The image shows the food category of cereal, fruit crispy. Additional details include fruity Pebbles.",372,481.0,611.0,358.0,287.0
24198736,"The image shows the food category of chicken nuggets, from frozen. Additional details include chicken sticks; chicken bites; Banquet; Tyson; Weaver.",373,,,251.0,173.0
92511015,"The image shows the food category of fruit flavored drink. Additional details include kool-aid Bursts; Little Hug Fruit Drink, all flavors.",374,,356.0,234.0,310.0
81102010,"The image shows the food category of margarine, stick. Additional details include pat.",375,489.0,390.0,491.0,313.0
91101000,"The image shows the food category of sugar, not further specified subcategory assigned.",376,523.0,429.0,343.0,358.0
57119000,"The image shows the food category of cereal, crunch. Additional details include cap'n Crunch, all types.",377,469.0,457.0,483.0,304.0
75216111,"The image shows the food category of corn, fresh, cooked, no added fat. Additional details include cooking spray.",378,283.0,373.0,348.0,659.0
11710379,"The image shows the food category of infant formula, Similac Sensitive, powder, made with baby water. Additional details include similac varieties Pro-Sensitive, Total Comfort, Pro-Total Comfort; other water.",379,289.0,351.0,468.0,570.0
91745100,,380,309.0,374.0,416.0,516.0
71401032,"The image shows the food category of potato, french fries, from frozen, fried. Additional details include home or store.",381,,385.0,256.0,285.0
21500310,"The image shows the food category of beef, ground, patty. Additional details include hamburger, no bread.",382,,,215.0,197.0
51121010,,383,197.0,181.0,,
92410560,"The image shows the food category of soft drink, fruit flavored, caffeine containing, diet. Additional details include diet Mountain Dew; Diet Sunkist Orange; Diet Inca Kola; Diet Cheerwine; sugar free.",384,351.0,331.0,587.0,461.0
83210100,,385,287.0,330.0,403.0,774.0
13120100,"The image shows the food category of ice cream bar, vanilla, chocolate coated. Additional details include ice cream bar, not further specified subcategory assigned; stick; other flavors; Klondike bar, not further specified subcategory assigned; Dove Bar, not further specified subcategory assigned; with nuts.",386,430.0,568.0,384.0,366.0
21602100,The image shows the food category of beef jerky. Additional details include slim Jim; Big Jerk; Super Jerk; Giant Jerk.,387,586.0,412.0,369.0,365.0
71000100,"The image shows the food category of potato, not further specified subcategory assigned.",388,620.0,475.0,484.0,282.0
83114000,"The image shows the food category of thousand Island dressing. Additional details include mcDonald's Big Mac sauce; Thousand Island dressing, not further specified subcategory assigned.",389,690.0,348.0,441.0,348.0
58163405,"The image shows the food category of spanish rice, from restaurant. Additional details include fast food / other place.",390,,283.0,280.0,377.0
53233000,"The image shows the food category of cookie, oatmeal. Additional details include with or without icing.",391,278.0,569.0,396.0,519.0
81302050,The image shows the food category of tartar sauce.,392,422.0,415.0,634.0,331.0
24201000,"The image shows the food category of turkey, not further specified subcategory assigned.",393,396.0,399.0,446.0,432.0
28340660,"The image shows the food category of chicken or turkey vegetable soup, home recipe.",394,403.0,401.0,338.0,530.0
91705300,"The image shows the food category of dark chocolate candy. Additional details include dove; Hershey bar, kiss, or nugget.",395,554.0,559.0,450.0,295.0
74402100,"The image shows the food category of salsa, not further specified subcategory assigned.",396,859.0,1005.0,1141.0,169.0
27120030,"The image shows the food category of barbecue pork, with sauce. Additional details include char siu pork; bbq; shredded or pulled; not specified subcategory as to sauce.",397,409.0,425.0,283.0,608.0
14620200,The image shows the food category of cheese dip. Additional details include cheese other than blue or cream cheese.,398,425.0,692.0,428.0,328.0
25221350,The image shows the food category of italian sausage. Additional details include hot links; all meats / poultry.,399,376.0,436.0,595.0,381.0
54301010,"The image shows the food category of crackers, butter, plain. Additional details include sesame seed crackers; Keebler Toasteds; Chicken in a Biskit; cracker sticks; Keebler Club Crackers, all flavors; Keebler Club Minis; Keebler Town House Original; Town House Toppers; Town House, not further specified subcategory assigned; Club, not further specified subcategory assigned.",400,,,269.0,184.0
89902100,"The image shows the food category of bacon, for use on a sandwich.",401,,,,120.0
55200020,"The image shows the food category of waffle, plain, frozen. Additional details include belgian; buttermilk; homestyle; frozen, not further specified subcategory assigned.",402,,,229.0,209.0
53244020,"The image shows the food category of cookie, butter or sugar, with icing or filling other than chocolate. Additional details include spice and other flavors; Nabisco's Made'em Myself Ready to Decorate Cookies.",403,560.0,430.0,470.0,362.0
54401085,"The image shows the food category of tortilla chips, flavored. Additional details include all flavors; nacho tortilla chips; Takis; rolled tortilla chips; flavored nacho chips; flavored Tostitos.",404,,,192.0,243.0
58403040,"The image shows the food category of chicken or turkey noodle soup, home recipe.",405,350.0,360.0,463.0,590.0
26100110,"The image shows the food category of fish, not further specified subcategory assigned.",406,400.0,325.0,243.0,1415.0
31105010,"The image shows the food category of egg, whole, fried no added fat. Additional details include scrambled egg, no milk or fat added; over easy, medium, or hard; sunny side up.",407,393.0,552.0,536.0,369.0
26319145,,408,558.0,400.0,287.0,573.0
11830160,"The image shows the food category of chocolate beverage powder, dry mix, not reconstituted. Additional details include all types; hot chocolate / cocoa dry mix.",409,303.0,312.0,538.0,815.0
12210310,"The image shows the food category of coffee creamer, liquid, sugar free, flavored. Additional details include coffee Mate; Carnation; International Delight; Mocha Mix.",410,593.0,290.0,475.0,532.0
